tractid,dmg_wind_total_tract_1971,dmg_wind_total_tract_2021,dmg_wind_total_tract_2071,dmg_wind_total_tract_1971_mlt7,dmg_wind_total_tract_2021_mlt7,dmg_wind_total_tract_2071_mlt7,affected_wind_over5k_tract_1971,affected_wind_over5k_tract_2021,affected_wind_over5k_tract_2071,dmg_wind_total_residential_tract_1971,dmg_wind_total_residential_tract_2021,dmg_wind_total_residential_tract_2071,dmg_wind_total_commercial_tract_1971,dmg_wind_total_commercial_tract_2021,dmg_wind_total_commercial_tract_2071,dmg_wind_total_industrial_tract_1971,dmg_wind_total_industrial_tract_2021,dmg_wind_total_industrial_tract_2071,dmg_wind_total_public_tract_1971,dmg_wind_total_public_tract_2021,dmg_wind_total_public_tract_2071,dmg_cc_wind_total_tract_1971to2021_ratio_mlt,dmg_cc_wind_total_tract_2021to2071_ratio_mlt,dmg_surge_total_tract_1971,dmg_surge_total_tract_2021,dmg_surge_total_tract_2071,dmg_surge_total_tract_1971_mlt7,dmg_surge_total_tract_2021_mlt7,dmg_surge_total_tract_2071_mlt7,affected_surge_over5k_tract_1971,affected_surge_over5k_tract_2021,affected_surge_over5k_tract_2071,dmg_surge_total_residential_tract_1971,dmg_surge_total_residential_tract_2021,dmg_surge_total_residential_tract_2071,dmg_surge_total_commercial_tract_1971,dmg_surge_total_commercial_tract_2021,dmg_surge_total_commercial_tract_2071,dmg_surge_total_industrial_tract_1971,dmg_surge_total_industrial_tract_2021,dmg_surge_total_industrial_tract_2071,dmg_surge_total_public_tract_1971,dmg_surge_total_public_tract_2021,dmg_surge_total_public_tract_2071,dmg_cc_surge_total_tract_1971to2021_ratio_mlt,dmg_cc_surge_total_tract_2021to2071_ratio_mlt
22075050400,836267.1682150152,982365.0779208628,1516113.4393826388,350K - 1M,350K - 1M,1M - 10M,22,26,47,229351.73732463195,256220.9928871236,355530.766487904,606915.4308903832,726144.0850337391,1160582.672894735,0,0,0,0,0,0,0 to 24%,50 to 99%,245212376.2087,262099455.8963,333736309.1923,> 50M,> 50M,> 50M,1814,1853,1919,181836741.2458,195572801.0047,255837048.9493,57946337.0265,60809687.3371,70572463.6789,2850138.4297,3058601.8302999996,3917769.6048,2579159.5067,2658365.7242,3409026.9593,5.0 to 9.9%,10.0% or more
22051027904,971284.502566341,1163797.874363413,1868432.2594473192,350K - 1M,1M - 10M,1M - 10M,60,75,106,758197.780800945,915063.0738795096,1487515.5682543593,199840.4572865492,232323.99749302273,351225.5058734777,13246.264478846746,16410.80299088093,29691.185319482403,0,0,0,0 to 24%,50 to 99%,244542201.6875,258016662.2957,334612635.9176,> 50M,> 50M,> 50M,1634,1654,1879,221721593.5222,233886807.8023,307354462.0847,17369230.1299,18395663.8903,20796145.2793,2888546.2729,3014133.9059,3336799.9705000003,2562831.7624999997,2720056.6972000003,3125228.5831,5.0 to 9.9%,10.0% or more
22075050100,253618.8362076988,306404.72397716145,460303.2185320938,1 - 350K,1 - 350K,350K - 1M,3,3,4,253618.8362076988,306404.72397716145,460303.2185320938,0,0,0,0,0,0,0,0,0,0 to 24%,50 to 99%,151912609.0097,158076486.1838,173523082.3416,> 50M,> 50M,> 50M,741,744,750,120499785.4415,125349979.0234,137685926.4268,24093910.811,25114331.7848,27508664.0926,4187032.679,4323335.3513,4684837.8742,3131880.0782,3288840.0243,3643653.948,0.0 to 4.9%,5.0 to 9.9%
22089063100,4719607.898887255,5969008.219207527,12419870.427682132,1M - 10M,1M - 10M,10M - 50M,161,249,774,3662634.635719463,4605982.2763981465,9442026.598744834,709707.8810970015,903034.5530804028,1892243.0556821637,26771.840140182005,39056.80508964281,117225.5507009352,320493.5419306081,420934.58463933505,968375.2225542,25 to 49%,100% or more,105514301.8259,148066262.0384,281631844.9636,> 50M,> 50M,> 50M,1204,1623,2425,96916545.9772,137191638.4137,262400807.3153,8597755.8487,10812055.1117,18866888.2565,0,62568.513,364149.3918,0,0,0,10.0% or more,10.0% or more
22057021101,56955866.31650752,73967578.12467004,136040161.12153357,> 50M,> 50M,> 50M,869,909,970,25991137.77902801,34254760.21636669,65810343.603083774,19867149.876356374,25693973.702585388,46839357.77356009,10103588.70581844,12638568.636664009,20635255.773133557,993989.9553046912,1380275.56905396,2755203.971756137,25 to 49%,50 to 99%,102601108.8542,107641628.2508,123237893.6082,> 50M,> 50M,> 50M,540,556,633,76787369.27,80365448.6588,89749031.3692,23590340.0178,24898934.2251,30702788.0474,1657675.7389,1801195.5636,2192064.5799,565723.8275,576049.8033,594009.6117,0.0 to 4.9%,10.0% or more
22051028000,33681.99421682948,38267.12457403436,54803.33475848788,1 - 350K,1 - 350K,1 - 350K,3,3,3,0,0,0,33681.99421682948,38267.12457403436,54803.33475848788,0,0,0,0,0,0,Low Damage,Low Damage,90496560.0891,94950157.7183,107938399.267,> 50M,> 50M,> 50M,528,533,542,85462470.542,89606530.728,101596857.9611,2875818.0447,3096067.7064,3860341.5182,1211641.4076,1255514.3581,1390056.0052,946630.0948,992044.9258,1091143.7825000002,0.0 to 4.9%,10.0% or more
22075050800,1166873.3090621014,1288146.197046109,1659822.917055679,1M - 10M,1M - 10M,1M - 10M,53,60,82,251517.78140126893,280390.3943078451,363754.54835193895,809886.9529306375,889155.9767314678,1132636.4516170414,9992.08175150167,11144.16581505735,16441.551363413986,95476.49297869328,107455.66019173885,146990.36572328483,0 to 24%,25 to 49%,91699302.2354,93637332.1573,99799077.7191,> 50M,> 50M,> 50M,396,399,410,29808264.391,30452981.5302,32322990.4431,56080446.3394,57054589.9832,60378606.8125,4982165.9147,5292473.7508000005,6232868.3543,828425.5903,837286.8931,864612.1092,0.0 to 4.9%,5.0 to 9.9%
22087030105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,88538001.6408,91483830.8591,100645656.5059,> 50M,> 50M,> 50M,525,532,545,82993436.2533,85775549.4821,94094214.7431,3975309.7513,4105505.1279,4846508.9641,1153353.6700000002,1178344.7009,1253516.7353,415901.9662,424431.5482,451416.0634,0.0 to 4.9%,10.0% or more
22105954800,3618200.122913363,4578787.280382635,8454671.518122347,1M - 10M,1M - 10M,1M - 10M,77,88,160,3455417.045191505,4367268.6805186635,7982447.283427319,92681.17367428826,117870.1641884273,234056.8633209567,10946.01835018811,13916.958628570708,27682.615217642335,59155.88569738156,79731.47704697345,210484.75615642857,25 to 49%,50 to 99%,62146703.8635,63381648.239,68045918.8718,> 50M,> 50M,> 50M,272,272,278,62146703.8635,63381648.239,68045918.8718,0,0,0,0,0,0,0,0,0,0.0 to 4.9%,5.0 to 9.9%
22103040807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,56695880.9033,60624230.756900005,76129182.3012,> 50M,> 50M,> 50M,595,616,698,56393008.394200005,60243124.7024,75257343.5522,222956.659,283345.3484,694266.216,79915.8501,97760.7061,177572.533,0,0,0,5.0 to 9.9%,10.0% or more
22057021200,78528597.31698038,103220832.98774797,198921427.38951567,> 50M,> 50M,> 50M,1702,1814,1959,36986359.25047754,49784606.21686475,99776128.84022152,30524599.368832104,39475269.92335416,74716279.63781618,8158422.355896763,10049037.839761714,17024660.64420013,2859216.3417739747,3911919.0077673458,7404358.267277845,25 to 49%,50 to 99%,58389021.4512,59250456.5096,62093225.8995,> 50M,> 50M,> 50M,220,220,229,25418662.4254,26001845.6677,28009342.368,32402393.4485,32663775.7329,33452036.9226,567965.5773,584835.1089999999,631846.6089000001,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22051027701,162924.51740592418,186878.9996775439,262053.8646747775,1 - 350K,1 - 350K,1 - 350K,6,6,10,113705.02886038972,129400.5062639864,174618.57894234787,29539.431636815578,34371.845387014415,52716.528385609075,0,0,0,19680.056908718885,23106.648026543106,34718.75734682052,0 to 24%,25 to 49%,55700037.2083,56474749.483,58817722.6943,> 50M,> 50M,> 50M,13,13,13,49614849.0193,50295788.5978,52358201.8937,6085188.188999999,6178960.885199999,6459520.8006,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22071013400,5495388.45994514,6559665.107236372,10215725.340513729,1M - 10M,1M - 10M,10M - 50M,141,153,224,368323.75439335685,423220.4006014848,593975.680056349,5009272.0485211285,5999275.411647658,9412367.151770797,20236.014854623536,23498.476104260782,35455.56533771044,97556.64217603164,113670.81888296903,173926.94334887198,0 to 24%,50 to 99%,48519899.1785,48631675.2931,48982085.817200005,10M - 50M,10M - 50M,10M - 50M,2,2,2,0,0,0,48519899.1785,48631675.2931,48982085.817200005,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22051027903,311517274.5650757,333777847.1431544,392380859.45805347,> 50M,> 50M,> 50M,960,961,961,267604829.9612986,286115177.4819126,334806562.34643024,14747671.390649866,16098964.78853651,19349895.871191695,1883452.997481483,2102980.1519794683,2731715.9013277814,27281320.21564576,29460724.720725782,35492685.33910371,0 to 24%,0 to 24%,33283887.6206,43747097.825,98530296.3891,10M - 50M,10M - 50M,> 50M,599,745,1262,29658858.3911,39385168.4781,90864218.5195,3077983.476,3598894.3973,5764904.8502,32052.887199999997,210039.6529,806723.3141,514992.8663,552995.2967,1094449.7053,10.0% or more,10.0% or more
22063040906,281912.9323756334,373990.8245311473,943067.0148373184,1 - 350K,350K - 1M,350K - 1M,14,22,70,274251.7736682766,363339.1114125143,916554.1672801258,7661.158707356767,10651.71311863296,26512.847557192537,0,0,0,0,0,0,25 to 49%,100% or more,37999813.6754,39274089.3848,43451137.3496,10M - 50M,10M - 50M,10M - 50M,345,354,384,37903598.1517,39168454.8576,43326583.0066,96215.5237,105634.5272,124554.343,0,0,0,0,0,0,0.0 to 4.9%,10.0% or more
22071001758,20038.345729776884,22798.58388636553,31884.1135655089,1 - 350K,1 - 350K,1 - 350K,1,1,2,0,0,0,20038.345729776884,22798.58388636553,31884.1135655089,0,0,0,0,0,0,Low Damage,Low Damage,34876852.1715,38708969.6359,49889469.3773,10M - 50M,10M - 50M,10M - 50M,422,444,515,30882724.6162,34037017.3063,44092432.4833,3617772.2941,4238047.4078,5210319.6397,376355.26120000007,433904.9218,586717.2542999999,0,0,0,10.0% or more,10.0% or more
22103040708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,34226294.4785,37548314.2101,52460897.5252,10M - 50M,10M - 50M,> 50M,440,464,562,34080970.8552,37383615.8386,51707830.6824,145323.62329999998,164698.3715,753066.8428000001,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22103041302,605753.547389075,723864.1474986986,1366599.7386041407,350K - 1M,350K - 1M,1M - 10M,38,48,97,436910.06192024,531688.4475598198,1055507.20908185,161703.23751299412,183538.9783782208,293470.0099184391,2877.665075999389,3651.4924585350977,8913.167135370495,4262.582879841529,4985.229102122847,8709.352468481155,0 to 24%,50 to 99%,34839186.2412,37345349.1138,48541185.1483,10M - 50M,10M - 50M,10M - 50M,436,447,548,34610148.0342,37028626.0598,47834467.6988,88613.25940000001,111671.4862,295076.25149999995,0,0,0,140424.94759999998,205051.5678,411641.198,5.0 to 9.9%,10.0% or more
22103040308,49714.6137994972,57753.204409563914,95202.94782793276,1 - 350K,1 - 350K,1 - 350K,3,5,8,21718.132096993733,25328.58060337239,38589.25945188739,6573.913266853767,7825.696396299428,14818.54549699435,16962.754859298293,19423.11782913916,33338.3791559992,4459.813576351409,5175.809580752937,8456.763723051805,Low Damage,Low Damage,33678996.4367,35740894.4938,42120663.8985,10M - 50M,10M - 50M,10M - 50M,341,349,369,31713174.9209,33537799.245,39213789.0546,1754185.016,1964982.4327,2555583.4423,87339.4469,95960.7612,123905.7021,124297.0529,142152.0549,227385.6995,5.0 to 9.9%,10.0% or more
22103041104,151557.78082975338,174606.7499729807,274707.2263189253,1 - 350K,1 - 350K,1 - 350K,8,9,23,106428.466765978,122978.46411938024,198664.80545230457,45129.31406377536,51628.285853600464,76042.4208666208,0,0,0,0,0,0,0 to 24%,50 to 99%,33270793.6113,35107459.582,65860473.925,10M - 50M,10M - 50M,> 50M,453,466,955,29971384.7569,31641363.4909,59642396.0001,2794115.7332,2936007.3207,5081715.5742,505293.1212,530088.7704,853573.5104,0,0,282788.84030000004,5.0 to 9.9%,10.0% or more
22105954602,229712.59021561255,294998.09666267893,586476.8134395708,1 - 350K,1 - 350K,350K - 1M,15,15,25,176327.03040106338,224902.1078854679,442415.7730845372,46635.242897078446,61676.8242608472,124810.40273248647,0,0,0,6750.31691747075,8419.1645163638,19250.637622547165,25 to 49%,50 to 99%,29016849.1748,30278911.2807,33842036.230900005,10M - 50M,10M - 50M,10M - 50M,186,199,224,29016849.1748,30278030.4566,33835604.8061,0,880.8241,6431.4248,0,0,0,0,0,0,0.0 to 4.9%,10.0% or more
22103041106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,27600097.6552,29850827.3861,37185475.5035,10M - 50M,10M - 50M,10M - 50M,517,532,598,27373125.4853,29596570.504,36837627.2271,171640.1846,187945.216,238497.6788,55331.9853,66311.66609999999,109350.5976,0,0,0,5.0 to 9.9%,10.0% or more
22101040900,183245.54503911143,203642.33240226435,258864.91963610947,1 - 350K,1 - 350K,1 - 350K,12,13,17,102297.3312669823,113307.95065583813,144062.0051400379,80948.21377212917,90334.38174642622,114802.9144960716,0,0,0,0,0,0,0 to 24%,25 to 49%,29373658.3005,29399643.3724,29484348.4371,10M - 50M,10M - 50M,10M - 50M,104,104,104,1310780.875,1312647.6856,1319643.4772,28030450.4802,28054383.933,28131908.3887,32426.9453,32611.7538,32796.5712,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22005030302,2902588.862108401,3642575.7066864143,7435663.606987986,1M - 10M,1M - 10M,1M - 10M,58,119,688,2394238.012734454,2966145.921989335,5914368.292138235,446778.8138829527,592217.7479844278,1299148.7043938383,57095.92426180267,77396.64783601278,196370.24719535423,4476.111229191916,6815.3888766386235,25776.363260558406,25 to 49%,100% or more,29309100.868899997,29359790.7655,29507410.704499997,10M - 50M,10M - 50M,10M - 50M,28,28,28,29309100.868899997,29359790.7655,29507410.704499997,0,0,0,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22089063200,52770580.26526824,70788819.35264765,151082758.38552558,> 50M,> 50M,> 50M,1281,1441,1791,38604155.20104296,51916412.48069354,111562853.24605703,7306623.535831485,9874573.988176854,20987174.498802733,397469.7643277151,578837.8233532162,1648468.777378391,6462331.764066084,8418995.060424041,16884261.863287434,25 to 49%,100% or more,22694896.938,28122448.552,49169387.581,10M - 50M,10M - 50M,10M - 50M,350,421,733,20926745.4635,26149113.3981,44447092.882,844516.3364,1022415.0188,3445797.1224,277518.42049999995,296008.6333000001,366125.58339999994,646116.7176,654911.5017999999,910371.9932,10.0% or more,10.0% or more
22057021000,49224130.67993648,66591151.529835485,138959065.8436122,10M - 50M,> 50M,> 50M,980,1038,1147,31618086.202729817,42598477.14370484,86535872.15023369,10522028.87452658,14165767.779655935,29383177.865371473,6230307.071223811,8589390.843501845,19554020.390083823,853708.5314562802,1237515.7629728646,3485995.437923215,25 to 49%,100% or more,23962926.0044,25580839.6227,32943644.7413,10M - 50M,10M - 50M,10M - 50M,362,378,473,20011914.0274,21192213.0081,26774886.5758,3907570.1069,4333954.3329,6069147.3808,0,0,0,43441.8701,54672.2817,99610.7847,5.0 to 9.9%,10.0% or more
22103040805,407372.2873544362,480989.02160130994,777837.6865478714,350K - 1M,350K - 1M,350K - 1M,15,27,89,361807.10630339256,428177.2988252158,698339.4455206993,36030.43490742167,42185.22574727349,65475.139319331705,9534.746143621907,10626.497028820664,14023.101707840551,0,0,0,0 to 24%,50 to 99%,23120793.1681,24518317.0209,29017858.3369,10M - 50M,10M - 50M,10M - 50M,314,327,390,23120793.1681,24518317.0209,29017858.3369,0,0,0,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22089062800,3437002.191046359,4668323.249179541,12709149.505632414,1M - 10M,1M - 10M,10M - 50M,133,231,717,2137595.9012129717,2901280.957857895,7708848.312264505,1038034.8549262232,1362320.2164100728,3253118.7155455407,26662.928443547276,42512.802120215725,153033.77231638622,234708.50646361688,362209.2727913569,1594148.7055059809,25 to 49%,100% or more,20731739.5393,23563405.8499,38528182.0313,10M - 50M,10M - 50M,10M - 50M,336,370,542,18126412.3505,20656065.2868,33783503.4407,2571101.2509000003,2865744.0635,4582053.2783,34225.937900000004,41596.4996,63986.728,0,0,98638.5843,10.0% or more,10.0% or more
22093040400,6209154.48035854,8588963.04839671,21166358.798949257,1M - 10M,1M - 10M,10M - 50M,178,231,452,5174474.438507099,7059533.445306725,16483808.504802795,764159.719409998,1111065.513083365,3388244.9955475894,114894.82182731804,182095.26620777868,584739.3045563409,155625.50061412525,236268.8237988411,709565.9940425301,25 to 49%,100% or more,23418658.9377,23462597.9796,23812018.1028,10M - 50M,10M - 50M,10M - 50M,88,89,90,21718659.9163,21761349.861,22106871.9533,1699999.0214,1701248.1186,1705146.1495,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22103040307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,21434780.5145,22742289.8919,27292461.5813,10M - 50M,10M - 50M,10M - 50M,150,157,175,21042901.9534,22331946.2872,26780520.8098,391878.5611000001,410343.6047,511940.7715,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22075050500,69804.04778583732,77263.64029600586,99025.5112787687,1 - 350K,1 - 350K,1 - 350K,3,3,5,3255.4898323362886,4275.227452077733,6774.607473886912,66548.55795350103,72988.41284392812,92250.90380488176,0,0,0,0,0,0,0 to 24%,25 to 49%,18332787.7755,21080908.7715,34881666.137,10M - 50M,10M - 50M,10M - 50M,141,170,273,10944180.5957,13219600.3773,22407831.8435,6628840.995499999,7099173.8665,10090128.3276,0,0,1569335.6739,759766.1843,762134.5277000001,814370.292,10.0% or more,10.0% or more
22063040905,507220.6538266144,668079.7563094868,1613203.9216171992,350K - 1M,350K - 1M,1M - 10M,17,27,87,290036.67575691274,387244.8454220264,982307.3749452368,179163.68338966274,225044.01710614035,438501.21904635546,0,0,0,38020.294680038976,55790.89378132001,192395.32762560705,25 to 49%,100% or more,19646154.7858,20618467.1211,23571736.9263,10M - 50M,10M - 50M,10M - 50M,233,242,269,19251997.2907,20213681.4685,23135068.5278,521.2374,2756.2766,9927.0244,0,0,0,393636.2577000001,402029.3760000001,426741.3741,0.0 to 4.9%,10.0% or more
22103041202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,17797847.1078,19532572.9502,29616830.197,10M - 50M,10M - 50M,10M - 50M,398,421,612,17625432.1693,19348897.1443,29393097.8229,172414.93850000002,183675.8059,218373.8621,0,0,5358.512000000001,0,0,0,5.0 to 9.9%,10.0% or more
22057021500,44973329.38766441,62430260.962483965,134159731.3334593,10M - 50M,> 50M,> 50M,1536,1689,1806,30366555.56020017,42590429.194220245,93211289.8776757,12466285.355101729,16767523.187315626,33989451.94805247,1506640.1197977972,2118638.712900142,4533134.409603337,633848.3525647164,953669.8680479492,2425855.0981278108,25 to 49%,100% or more,16998298.6978,19247139.199,28363761.3809,10M - 50M,10M - 50M,10M - 50M,341,381,534,15924711.3668,18072819.4252,26769269.7146,1023430.6067,1108865.1777,1482733.3784,50156.724299999994,65454.59610000001,111758.2879,0,0,0,10.0% or more,10.0% or more
22103040309,605540.7717147213,773658.6458270188,1694502.87680962,350K - 1M,350K - 1M,1M - 10M,38,55,74,597518.9239440142,763875.9192133292,1677806.6677425315,8021.847770707143,9782.72661368954,16696.209067088184,0,0,0,0,0,0,25 to 49%,100% or more,18162640.3078,19047793.9107,22456505.2137,10M - 50M,10M - 50M,10M - 50M,166,168,183,16669121.4466,17519823.372,20805733.0268,1291297.5735,1326682.2914000002,1438219.7881,202221.2877,201288.2473,212552.3988,0,0,0,0.0 to 4.9%,10.0% or more
22051025900,167512.61786496057,190224.20273955096,285593.36515779694,1 - 350K,1 - 350K,1 - 350K,12,15,18,141414.84883374744,159745.62906368967,235385.67752122643,26097.76903121313,30478.573675861273,50207.68763657053,0,0,0,0,0,0,0 to 24%,50 to 99%,17629073.72,17629073.72,17629073.72,10M - 50M,10M - 50M,10M - 50M,5,5,5,13561295.8256,13561295.8256,13561295.8256,0,0,0,0,0,0,4067777.8944,4067777.8944,4067777.8944,0.0 to 4.9%,0.0 to 4.9%
22103040804,32090.88544433763,36506.4481088016,50463.46349399017,1 - 350K,1 - 350K,1 - 350K,1,1,4,32090.88544433763,36506.4481088016,50463.46349399017,0,0,0,0,0,0,0,0,0,Low Damage,Low Damage,16031753.9719,17628184.9749,22582708.4686,10M - 50M,10M - 50M,10M - 50M,176,197,233,14442123.0406,15907540.9973,20550989.2079,1589630.9312999998,1720643.9776000003,2031719.2607,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22101040500,326811.8965100429,365414.9922158989,491016.1644258195,1 - 350K,350K - 1M,350K - 1M,18,21,31,276959.93945565907,309443.81212931604,415170.1040578902,49851.957054383834,55971.180086582826,75846.0603679293,0,0,0,0,0,0,0 to 24%,25 to 49%,17178842.024100002,17189699.685900003,17230164.4793,10M - 50M,10M - 50M,10M - 50M,39,39,39,8832887.013500001,8838889.876600001,8863377.523500001,8345955.0106,8350809.8093,8366786.9558,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22105954700,1363936.182600388,1701439.5706469782,3165200.2709739553,1M - 10M,1M - 10M,1M - 10M,46,55,138,415397.04413975106,528211.0081816145,1062668.5943981495,928805.7489693408,1145000.3803207155,2030733.2878790752,8481.251337769794,12006.003383274709,32162.169387047943,11252.13815352634,16222.178761373323,39636.21930968243,0 to 24%,50 to 99%,14443415.7033,15709236.0122,17377605.0121,10M - 50M,10M - 50M,10M - 50M,145,159,166,14211305.0472,15462144.974,16901489.668700002,232110.6561,247091.0382,476115.3433999999,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22093040600,8014958.350347904,11368844.062807892,33134119.120103408,1M - 10M,10M - 50M,10M - 50M,400,540,976,6403284.938320602,9006997.80997752,25673010.92785424,1071461.2783840543,1471496.2213280092,3944735.699841147,403748.16746632545,654338.9374366293,2491940.7737916596,136463.9661769218,236011.0940657348,1024431.7186163608,25 to 49%,100% or more,15436988.8125,15470527.2343,15877391.7578,10M - 50M,10M - 50M,10M - 50M,23,23,24,4425362.2635,4432731.8996,4454825.2863,9099141.0867,9124883.0284,9209036.0617,324101.5189,324528.3629,625146.4664,1588383.9434,1588383.9434,1588383.9434,0.0 to 4.9%,0.0 to 4.9%
22019003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,15233813.2846,15251793.4562,15296962.9231,10M - 50M,10M - 50M,10M - 50M,46,47,47,5069081.0096,5082559.6146,5117831.8009,4974974.6168,4979476.1833999995,4989373.464,5189757.6582,5189757.6582,5189757.6582,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22075050600,346042.9973770943,393148.23773107736,545845.6993074265,1 - 350K,350K - 1M,350K - 1M,22,25,29,73146.28603275868,80017.15048051123,97862.64191992772,272896.71134433564,313131.0872505661,447983.0573874988,0,0,0,0,0,0,0 to 24%,25 to 49%,14887632.6991,15201104.3517,16074430.4509,10M - 50M,10M - 50M,10M - 50M,84,84,85,10117474.5032,10315902.8156,10860669.2257,4004235.2942,4098264.5507,4371462.2259,510461.5025,529743.3347,581720.8922000001,255461.3992,257193.6507,260578.1071,0.0 to 4.9%,5.0 to 9.9%
22051020515,242939.561065904,291416.2882651548,471546.2941522849,1 - 350K,1 - 350K,350K - 1M,7,10,37,182402.01470164288,218012.73099733345,349196.32056401845,55564.664294832786,66855.981124591,108987.85275500308,1970.4592303639583,2740.9025717870027,5952.923447726016,3002.422839064358,3806.673571443356,7409.197385537375,0 to 24%,50 to 99%,14323677.1147,14534833.7354,15157076.3009,10M - 50M,10M - 50M,10M - 50M,2,2,2,0,0,0,4048638.097300001,4184116.5762,4584730.264799999,0,0,0,10275039.0174,10350717.1592,10572346.0361,0.0 to 4.9%,0.0 to 4.9%
22103040607,33887.91867296862,40968.95821719942,68012.74393769461,1 - 350K,1 - 350K,1 - 350K,3,3,6,10998.233469496718,13482.09075465646,22477.413529733967,22889.6852034719,27486.867462542963,45535.330407960646,0,0,0,0,0,0,Low Damage,Low Damage,12422288.1991,13388364.2777,16858042.9481,10M - 50M,10M - 50M,10M - 50M,199,201,209,12422288.1991,13388364.2777,16858042.9481,0,0,0,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22103040304,37962.00354883773,45755.67185226273,79186.59805977502,1 - 350K,1 - 350K,1 - 350K,4,5,6,0,0,0,37962.00354883773,45755.67185226273,79186.59805977502,0,0,0,0,0,0,Low Damage,Low Damage,12782034.9745,13374002.0184,15872537.3596,10M - 50M,10M - 50M,10M - 50M,83,88,104,11617632.9157,12200900.9127,14670949.7213,1164402.0588,1173101.1057,1201587.6383,0,0,0,0,0,0,0.0 to 4.9%,10.0% or more
22019001803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage,12458110.4143,12466565.0138,12474879.6252,10M - 50M,10M - 50M,10M - 50M,26,26,26,10347801.181,10356255.7805,10364570.3919,0,0,0,2110309.2333,2110309.2333,2110309.2333,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22095070100,4353800.071349165,5955037.83449385,15118670.501282085,1M - 10M,1M - 10M,10M - 50M,248,374,740,3499867.3034332106,4790017.440368375,12318421.303505693,808582.7324607604,1099631.4306538743,2624125.1593204145,22781.89887138381,32174.359466481787,84127.84565526833,22568.136583811087,33214.6040051193,91996.19280070762,25 to 49%,100% or more,11133308.5683,11942034.3023,16332168.9329,10M - 50M,10M - 50M,10M - 50M,78,86,137,9858090.6515,10584523.4077,14724010.1774,1275217.9168,1357510.8946,1594120.3316000002,0,0,0,0,0,14038.4239,5.0 to 9.9%,10.0% or more
22101040800,115689.45528581266,131107.34322063372,180839.1309527056,1 - 350K,1 - 350K,1 - 350K,9,13,19,92425.20590565212,104663.66611407664,142788.85040724304,23264.24938016053,26443.677106557083,38050.28054546256,0,0,0,0,0,0,0 to 24%,25 to 49%,11631107.0707,11689009.0289,11885191.2661,10M - 50M,10M - 50M,10M - 50M,71,71,71,569375.7022,570271.1757,573907.2351,11061731.3685,11118737.8532,11311284.031,0,0,0,0,0,0,0.0 to 4.9%,0.0 to 4.9%
22057021602,47823804.5164498,65740790.370171726,138740719.74720764,10M - 50M,> 50M,> 50M,1197,1261,1394,42931749.06367901,59191133.564844735,125085689.3157345,4119201.828149371,5556855.750465385,11655150.282717384,761518.9806299213,974476.3407110112,1939978.428215808,11334.6439914959,18324.714150593856,59901.7205399518,25 to 49%,100% or more,9582763.8115,10528825.3298,15523507.5103,1M - 10M,10M - 50M,10M - 50M,187,195,256,9447068.0035,10379547.2674,15333824.0086,135695.80800000002,149278.06240000002,189683.5017,0,0,0,0,0,0,5.0 to 9.9%,10.0% or more
22095070500,8245239.139738539,11457633.828596393,31106183.37527406,1M - 10M,10M - 50M,10M - 50M,480,754,1660,6499111.863687957,9059344.9112845,24657408.31283793,1577740.73960566,2134672.1152514587,5399144.4792220285,35058.84422236203,53578.784828427415,178494.06571789004,133327.69222255956,210038.01723200743,871136.5174962089,25 to 49%,100% or more,9983881.3291,10340163.468,11638414.5759,1M - 10M,10M - 50M,10M - 50M,131,134,154,9432135.5301,9772164.7204,11025222.5984,310078.1182,320880.74240000005,353368.9909,0,0,0,241667.68079999997,247118.0052,259822.9866,0.0 to 4.9%,10.0% or more
